level_0,old_index,State,District,Origin of Challenge,Date of Challenge/Removal,Type of Ban,Author,Title,Secondary Author(s),Illustrator(s),Translator(s),description,publishedDate,categories,cluster,pca1,pca2,pca3
466,617,Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"McDonough, Yona Zeldis",What Was the Underground Railroad? (What was...? Series),,"Mortimer, Lauren",,"""No one knows where the term ""Underground Railroad"" came from--there were no trains or tracks, only abolitionist ""conductors"" who helped bring an estimated 100,000 slaves to freedom through elaborate routes that included ""stations,"" safe houses where fugitives could rest before moving on, and a system of codes and signals used to identify friend from foe. Including real stories from the ""Railroad,"" What Was the Underground Railroad? will capture young readers' hearts: there are close calls with bounty hunters, exhausting struggles on the road, and unending sacrifices slaves made for freedom. With 80 black-and-white illustrations throughout and a sixteen-page black-and-white photo insert, the Underground Railroad comes alive!""--",2013,juvenile nonfiction,7,2.529886,-2.2861903,-0.017638912
467,618,Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"McGhee, Holly M.",Come with Me,,Pascal Lemaître,,"“Together, the words and pictures work seamlessly to deliver a powerful message: What we do matters.”—R. J. Palacio, The New York Times When the news reports are flooded with tales of hatred and fear, a girl asks her papa what she can do to make the world a better place. “Come with me,” he says. Hand-in-hand, they walk to the subway, tipping their hats to those they meet. The next day, the girl asks her mama what she can do—her mama says, “Come with me,” and together they set out for the grocery, because one person doesn’t represent an entire race or the people of a land. After dinner that night, the little girl asks if she can do something of her own—walk the dog . . . and her parents let her go. “Come with me,” the girl tells the boy across the hall. Walking together, one step at a time, the girl and the boy begin to see that as small and insignificant as their part may seem, it matters to the world. In this lyrical and timely story, author Holly M. McGhee and illustrator Pascal Lemaître champion the power of kindness, bravery, and friendship in the face of uncertainty.",2017-09-05,juvenile fiction,10,-0.37846994,1.4147735,-5.0210977
468,619,Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"McKay, Hilary",Lulu and the Duck in the Park (Lulu Series),,"Lamont, Priscilla",,"When Lulu finds a duck egg that has rolled out of its nest, she takes it to class to keep it safe. Lulu isn't allowed to bring pets to school. But she's not really breaking the rules because it's just an egg. Surely nothing bad will happen...",2012-09-01,juvenile fiction,10,-1.1550405,0.25386313,-3.1495848
469,620,Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"McManis, Charlene Willing",Indian No More,"Sorell, Traci",,,"When Regina's Umpqua tribe is legally terminated and her family must relocate from Oregon to Los Angeles, she goes on a quest to understand her identity as an Indian despite being so far from home.",2019-09-24,juvenile fiction,6,-1.4679778,4.460242,-0.9616032
470,621,Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"McQuinn, Anna",Lola at the Library (Lola Series),,"Beardshaw, Rosalind",,"Lola has a big smile on her face. Why? Because it's Tuesday--and on Tuesdays, Lola and her mommy go to the library. Join Lola in this cozy celebration of books and the people who love them.",2013-01-07,juvenile fiction,9,-0.17147796,-0.6992764,-5.5351853
471,622,Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"McQuinn, Anna",Lola at the Library with Mommy (Lola Series),,"Beardshaw, Rosalind",,"Learn about the library, checking out books, and story time with Lola. Every Tuesday Lola and her mommy go to the library. Lola meets her friends there. They share books and don't have to be quiet all the time. The nice librarian tells stories. There is a big machine that buzzes Lola's books in and out, and she can take any books she wants home with her. Lola and her mommy always stop for a treat on the way home. No wonder Lola loves the library. This gentle story of growing with books encourages little ones to discover the joy of reading as well as getting them ready and excited to visit the library. Sweet, bright illustrations are from a kids-eye point of view. Perfect for a lap read or story time, the first in Lola series, LOLA AT THE LIBRARY is a book young readers will fall in love with.",2020-08-11,juvenile fiction,9,-0.03377242,0.38312274,-6.887331
472,623,Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"McQuinn, Anna",Lola Gets a Cat (Lola Series),,"Beardshaw, Rosalind",,"Lola wants a cat, but Mommy says taking care of a pet is a lot of work. So Lola does her homework. At the library she finds books about cats and pet care and she and Mommy learn as much as they can. She pretends her stuffed kitty is real and practices taking care of it. When the time comes, Lola is allowed to pick out her new friend at an animal shelter. With patience and care, her kitten settles in at home. Lola is a book-loving favorite, and this delightful story is a new treasure in the series. ""This sweet story of first-time pet ownership is sure to appeal to young animal lovers of all kinds and especially to feline fanciers""—Kirkus Reviews ""A solid introduction to pet ownership, probably best shared one-on-one""—School Library Journal",2017-02-14,juvenile fiction,9,-0.78584844,-1.2390473,-4.653836
473,624,Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"McQuinn, Anna",Lola Goes to School (Lola Series),,"Beardshaw, Rosalind",,"Spunky Lola embarks on a new adventure--the first day of school! Lola and her family prepare for the first day of school the night before, then get up early, take pictures, and head to class. Lola puts her things in her cubby, chooses her activities, reads, plays, and has a snack. Before she knows it, it's time to sing the good-bye song and rush into Mommy's arms for a warm reunion. A comforting, cheerful read that demystifies the school day for preschoolers and kindergarteners.",2019-06-11,juvenile fiction,10,-1.6580267,1.8255892,-4.878123
474,625,Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"McQuinn, Anna",Lola Loves Stories (Lola Series),,"Beardshaw, Rosalind",,"Lola loves to hear Daddy read a new library book each night, an activity that spurs her imagination and results in inventive play the next day.",2010-07-01,juvenile fiction,3,-0.53268975,-3.6168053,-0.45565242
475,628,Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"McQuinn, Anna",Lola Reads to Leo (Lola Series),,"Beardshaw, Rosalind",,"Join Lola as she learns what it means to be a big sister, in the third installment in the loveable Lola series. We all know how much Lola loves books, so it is no surprise that she can’t wait to share her love of reading with her new baby brother, Leo. Lola gets ready for little Leo’s arrival by reading books about brothers and sisters and picking out the perfect stories that she just knows her little brother will love. When the baby is finally here, Lola takes on the role of big sister—she helps her mommy and daddy around the house and tells Leo stories to cheer him up when he cries. Simple text and bright and charming illustrations celebrate family, reading, and what it means to be a big sister.",2012-02-01,juvenile fiction,9,-1.0755721,-1.7460685,-2.799931
476,629,Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"McQuinn, Anna",Lola Sleeps Over (Lola Series),,"Beardshaw, Rosalind",,"In the latest Lola Reads book, Lola has a new adventure with her cousin Hani: her very first sleepover! Lola has been to her cousin Hani's house many times, but she's never spent the night until now. With a well-stocked suitcase in tow, she and Daddy head to Hani's house. The two girls play, build, dress up, and try new things together before settling in for the night. After French toast breakfast the next morning, Daddy picks Lola up. It was the best sleepover ever. Maybe next time, Hani can stay at Lola's house! A reassuring read for children preparing for their own sleepover adventures.",2021-09-21,juvenile fiction,10,-2.6918595,0.118108965,-1.1927544
477,630,Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Meddour, Wendy",Lubna and Pebble,,"Egneus, Daniel",,"Lubna's best friend is a pebble. Lubna tells Pebble everything. About home. About the war. Pebble always listens to her stories and smiles when she feels afraid. But one day, when a little boy arrives, alone in a worldof tents, Lubna poignantly understands that he needs Pebble even more than she does . . .",2019-03-07,,9,-1.0685979,-0.17721762,-2.5968013
